Employee_ID,Attrition_Risk_Score,Attrition
211215,31,No
211216,60,No
211217,44,No
211218,37,Yes
211219,63,Yes
211220,61,No
211221,30,No
211222,54,No
211223,68,Yes
211224,16,No
211225,36,No
211226,50,No
211227,44,No
211228,87,Yes
211229,1,No
211230,69,Yes
211231,75,Yes
211232,13,No
211233,39,No
211234,66,Yes
211235,53,Yes
211236,50,No
211237,42,Yes
211238,54,No
211239,61,No
211240,54,No
211241,52,Yes
211242,63,Yes
211243,33,No
211244,24,No
211245,57,No
211246,61,No
211247,18,No
211248,70,Yes
211249,44,Yes
211250,50,No
211251,62,Yes
211252,22,No
211253,64,Yes
211254,42,Yes
211255,73,No
211256,20,No
211257,56,Yes
211258,51,Yes
211259,32,No
211260,39,No
211261,64,Yes
211262,26,Yes
211263,34,No
211264,61,Yes
211265,49,No
211266,50,No
211267,58,No
211268,69,Yes
211269,28,No
211270,47,No
211271,2,No
211272,48,Yes
211273,27,No
211274,33,No
211275,53,Yes
211276,52,No
211277,64,Yes
211278,31,No
211279,43,No
211280,48,No
211281,99,Yes
211282,38,No
211283,68,Yes
211284,15,No
211285,15,No
211286,6,No
211287,57,No
211288,33,No
211289,68,Yes
211290,79,Yes
211291,50,Yes
211292,34,No
211293,93,Yes
211294,26,No
211295,58,Yes
211296,32,No
211297,27,No
211298,30,No
211299,17,No
211300,60,No
211301,47,No
211302,28,No
211303,54,Yes
211304,36,No
211305,74,Yes
211306,8,No
211307,57,No
211308,40,No
211309,10,No
211310,37,No
211311,28,No
211312,18,No
211313,32,No
211314,28,No
211315,57,No
211316,34,No
211317,48,No
211318,71,Yes
211319,23,No
211320,54,No
211321,40,Yes
211322,41,No
211323,55,No
211324,0,No
211325,51,Yes
211326,27,No
211327,35,No
211328,14,No
211329,15,No
211330,36,No
211331,28,No
211332,70,Yes
211333,97,Yes
211334,10,No
211335,36,No
211336,61,Yes
211337,28,No
211338,50,No
211339,23,No
211340,53,No
211341,42,No
211342,57,No
211343,37,No
211344,32,No
211345,70,Yes
211346,73,Yes
211347,35,No
211348,58,Yes
211349,53,Yes
211350,34,No
211351,42,No
211352,32,No
211353,79,Yes
211354,47,No
211355,56,Yes
211356,49,No
211357,43,No
211358,58,Yes
211359,42,No
211360,51,No
211361,47,No
211362,58,No
211363,2,No
211364,65,Yes
211365,56,No
211366,43,No
211367,44,No
211368,35,No
211369,81,Yes
211370,53,No
211371,45,No
211372,50,No
211373,44,Yes
211374,65,No
211375,24,No
211376,82,Yes
211377,61,No
211378,42,Yes
211379,11,No
211380,81,Yes
211381,42,Yes
211382,58,Yes
211383,57,No
211384,61,No
211385,37,No
211386,56,No
211387,67,Yes
211388,35,Yes
211389,42,No
211390,39,Yes
211391,31,No
211392,56,No
211393,19,No
211394,65,Yes
211395,45,No
211396,33,No
211397,61,No
211398,46,No
211399,0,No
211400,77,Yes
211401,23,No
211402,66,Yes
211403,68,Yes
211404,100,Yes
211405,61,No
211406,39,Yes
211407,46,No
211408,62,Yes
211409,27,No
211410,51,Yes
211411,33,No
211412,29,No
211413,57,Yes
211414,79,Yes
211415,51,No
211416,30,No
211417,52,Yes
211418,67,Yes
211419,23,No
211420,8,No
211421,43,No
211422,23,No
211423,33,No
211424,15,No
211425,60,Yes
211426,73,Yes
211427,68,No
211428,91,Yes
211429,48,No
211430,48,No
211431,40,Yes
211432,65,No
211433,35,Yes
211434,39,No
211435,31,No
211436,45,No
211437,4,No
211438,70,Yes
211439,18,No
211440,56,Yes
211441,60,Yes
211442,31,No
211443,68,Yes
211444,40,No
211445,43,No
211446,97,Yes
211447,20,No
211448,32,No
211449,23,No
211450,28,No
211451,30,No
211452,23,No
211453,34,No
211454,100,Yes
211455,50,No
211456,30,No
211457,27,No
211458,29,No
211459,55,Yes
211460,69,Yes
211461,13,No
211462,40,No
211463,3,No
211464,39,Yes
211465,55,No
211466,40,No
211467,5,No
211468,99,Yes
211469,41,No
211470,25,No
211471,34,No
211472,60,Yes
211473,72,Yes
211474,7,No
211475,35,No
211476,48,No
211477,24,No
211478,60,Yes
211479,54,Yes
211480,23,No
211481,44,No
211482,79,Yes
211483,67,Yes
211484,70,Yes
211485,49,No
211486,50,No
211487,51,No
211488,57,Yes
211489,38,No
211490,64,Yes
211491,37,No
211492,84,Yes
211493,72,Yes
211494,30,No
211495,79,Yes
211496,52,No
211497,38,Yes
211498,41,No
211499,53,No
211500,7,No
211501,27,No
211502,5,No
211503,8,No
211504,41,No
211505,62,Yes
211506,0,No
211507,48,No
211508,58,No
211509,19,No
211510,55,No
211511,37,No
211512,26,No
211513,49,No
211514,40,No
211515,73,Yes
211516,58,Yes
211517,28,No
211518,13,No
211519,57,No
211520,58,Yes
211521,41,No
211522,61,Yes
211523,30,No
211524,96,Yes
211525,76,Yes
211526,24,No
211527,26,Yes
211528,49,No
211529,58,Yes
211530,37,No
211531,90,Yes
211532,38,No
211533,46,No
211534,32,No
211535,100,Yes
211536,39,No
211537,63,Yes
211538,55,Yes
211539,35,No
211540,19,No
211541,57,No
211542,49,No
211543,42,No
211544,28,No
211545,54,No
211546,27,No
211547,74,Yes
211548,38,No
211549,77,Yes
211550,28,No
211551,58,Yes
211552,64,Yes
211553,54,No
211554,41,No
211555,69,Yes
211556,77,Yes
211557,74,No
211558,47,No
211559,69,Yes
211560,52,No
211561,26,No
211562,47,No
211563,27,Yes
211564,66,Yes
211565,31,No
211566,68,No
211567,36,Yes
211568,19,No
211569,24,No
211570,51,No
211571,43,No
211572,61,Yes
211573,52,No
211574,60,No
211575,19,No
211576,0,No
211577,21,No
211578,43,Yes
211579,50,No
211580,48,No
211581,20,No
211582,10,No
211583,57,Yes
211584,62,Yes
211585,14,No
211586,55,Yes
211587,30,No
211588,33,No
211589,45,No
211590,14,No
211591,66,Yes
211592,15,No
211593,39,No
211594,15,No
211595,41,No
211596,49,Yes
211597,49,No
211598,62,No
211599,46,No
211600,81,Yes
211601,28,No
211602,100,Yes
211603,47,No
211604,69,Yes
211605,72,Yes
211606,56,Yes
211607,44,No
211608,73,Yes
211609,34,No
211610,71,Yes
211611,31,Yes
211612,36,No
211613,31,No
211614,87,No
211615,52,No
211616,74,Yes
211617,50,Yes
211618,73,Yes
211619,77,Yes
211620,34,No
211621,53,No
211622,35,No
211623,54,Yes
211624,63,No
211625,42,No
211626,28,No
211627,9,No
211628,52,No
211629,77,Yes
211630,85,Yes
211631,29,No
211632,64,Yes
211633,52,No
211634,90,Yes
211635,11,No
211636,46,No
211637,20,No
211638,77,Yes
211639,7,No
211640,69,Yes
211641,32,No
211642,41,No
211643,85,Yes
211644,37,No
211645,51,No
211646,61,Yes
211647,52,Yes
211648,61,Yes
211649,45,No
211650,41,No
211651,51,No
211652,32,No
211653,35,No
211654,67,Yes
211655,40,No
211656,80,Yes
211657,16,No
211658,90,Yes
211659,32,No
211660,35,Yes
211661,35,No
211662,34,No
211663,32,No
211664,55,No
211665,80,Yes
211666,43,Yes
211667,36,No
211668,45,No
211669,58,No
211670,44,No
211671,57,Yes
211672,94,Yes
211673,26,No
211674,46,No
211675,43,No
211676,35,Yes
211677,61,No
211678,66,Yes
211679,29,No
211680,63,No
211681,59,No
211682,54,No
211683,58,No
211684,25,No
211685,36,No
211686,100,Yes
211687,73,Yes
211688,33,No
211689,50,Yes
211690,35,No
211691,42,No
211692,75,Yes
211693,5,No
211694,37,No
211695,75,No
211696,33,No
211697,35,No
211698,47,No
211699,70,Yes
211700,42,No
211701,59,No
211702,75,Yes
211703,62,Yes
211704,39,No
211705,28,No
211706,30,No
211707,24,No
211708,24,No
211709,41,Yes
211710,23,No
211711,45,No
211712,43,Yes
211713,31,No
211714,37,No
211715,57,Yes
211716,30,No
211717,16,No
211718,42,No
211719,8,No
211720,49,Yes
211721,58,No
211722,65,Yes
211723,70,No
211724,38,No
211725,57,No
211726,73,Yes
211727,57,No
211728,17,No
211729,19,No
211730,55,No
211731,85,Yes
211732,40,No
211733,89,Yes
211734,46,No
211735,26,No
211736,20,No
211737,80,Yes
211738,64,Yes
211739,31,No
211740,100,Yes
211741,47,No
211742,43,No
211743,46,Yes
211744,39,Yes
211745,49,No
211746,66,Yes
211747,41,No
211748,72,Yes
211749,21,No
211750,52,No
211751,83,Yes
211752,61,Yes
211753,55,No
211754,53,Yes
211755,59,No
211756,49,No
211757,50,Yes
211758,51,No
211759,44,No
211760,49,No
211761,55,No
211762,10,No
211763,74,No
211764,37,No
211765,55,No
211766,100,Yes
211767,16,No
211768,27,No
211769,73,No
211770,45,Yes
211771,69,Yes
211772,44,No
211773,65,Yes
211774,51,Yes
211775,48,No
211776,16,No
211777,41,No
211778,80,No
211779,39,No
211780,91,Yes
211781,55,No
211782,30,No
211783,54,No
211784,0,No
211785,72,Yes
211786,34,No
211787,29,No
211788,72,No
211789,54,No
211790,67,Yes
211791,63,Yes
211792,69,No
211793,42,Yes
211794,21,No
211795,45,No
211796,34,No
211797,20,No
211798,43,No
211799,45,No
211800,37,No
211801,55,Yes
211802,6,No
211803,26,No
211804,3,No
211805,39,No
211806,32,No
211807,12,Yes
211808,23,No
211809,29,Yes
211810,33,No
211811,67,Yes
211812,5,No
211813,58,No
211814,40,No
211815,29,Yes
211816,62,No
211817,54,No
211818,15,No
211819,67,No
211820,35,No
211821,0,No
211822,32,No
211823,30,No
211824,52,No
211825,31,No
211826,42,No
211827,38,No
211828,83,Yes
211829,17,No
211830,38,Yes
211831,69,Yes
211832,52,No
211833,54,No
211834,60,No
211835,64,No
211836,76,No
211837,34,No
211838,0,No
211839,31,No
211840,14,No
211841,70,Yes
211842,89,Yes
211843,70,No
211844,63,Yes
211845,47,No
211846,59,Yes
211847,53,Yes
211848,24,No
211849,91,Yes
211850,40,No
211851,80,No
211852,46,No
211853,50,No
211854,33,Yes
211855,45,No
211856,49,No
211857,36,No
211858,50,No
211859,24,No
211860,52,Yes
211861,20,No
211862,65,Yes
211863,65,Yes
211864,43,No
211865,8,No
211866,50,Yes
211867,69,Yes
211868,95,Yes
211869,26,No
211870,67,Yes
211871,45,No
211872,34,No
211873,31,No
211874,37,No
211875,42,Yes
211876,13,No
211877,23,No
211878,90,Yes
211879,53,No
211880,37,No
211881,24,No
211882,69,No
211883,51,No
211884,47,No
211885,44,No
211886,48,No
211887,67,Yes
211888,66,No
211889,26,No
211890,49,Yes
211891,21,No
211892,40,No
211893,57,No
211894,60,Yes
211895,40,Yes
211896,39,No
211897,61,Yes
211898,57,No
211899,60,Yes
211900,75,No
211901,71,Yes
211902,44,Yes
211903,10,No
211904,59,Yes
211905,76,Yes
211906,53,No
211907,4,No
211908,63,No
211909,28,No
211910,36,No
211911,51,Yes
211912,67,Yes
211913,60,Yes
211914,9,No
211915,80,Yes
211916,48,No
211917,37,No
211918,48,No
211919,39,No
211920,63,No
211921,44,No
211922,26,No
211923,11,No
211924,67,Yes
211925,57,No
211926,91,Yes
211927,71,Yes
211928,32,No
211929,24,No
211930,27,No
211931,23,No
211932,13,No
211933,41,No
211934,15,No
211935,98,Yes
211936,52,No
211937,38,No
211938,41,No
211939,44,No
211940,54,No
211941,37,No
211942,55,No
211943,68,Yes
211944,66,No
211945,29,Yes
211946,56,Yes
211947,40,No
211948,51,No
211949,24,No
211950,38,No
211951,38,No
211952,66,No
211953,58,Yes
211954,21,No
211955,55,No
211956,49,No
211957,11,No
211958,0,No
211959,62,Yes
211960,30,No
211961,57,No
211962,60,No
211963,9,No
211964,99,Yes
211965,46,Yes
211966,48,No
211967,40,No
211968,54,No
211969,73,Yes
211970,28,No
211971,79,Yes
211972,55,Yes
211973,32,No
211974,29,No
211975,29,No
211976,40,No
211977,17,No
211978,67,Yes
211979,61,No
211980,13,No
211981,73,No
211982,67,No
211983,45,No
211984,35,No
211985,25,No
211986,31,Yes
211987,51,No
211988,57,Yes
211989,8,No
211990,22,No
211991,57,Yes
211992,73,Yes
211993,50,No
211994,22,No
211995,49,No
211996,35,No
211997,18,No
211998,48,No
211999,38,No
212000,31,No
212001,59,Yes
212002,65,Yes
212003,68,Yes
212004,60,Yes
212005,66,No
212006,39,No
212007,47,No
212008,59,Yes
212009,56,Yes
212010,44,No
212011,19,No
212012,76,Yes
212013,15,No
212014,40,No
212015,70,No
212016,11,No
212017,24,No
212018,54,Yes
212019,18,No
212020,80,No
212021,30,No
212022,44,No
212023,29,No
212024,67,Yes
212025,23,No
212026,33,No
212027,82,Yes
212028,90,Yes
212029,40,No
212030,57,Yes
212031,43,Yes
212032,64,No
212033,25,No
212034,72,Yes
212035,36,No
212036,33,No
212037,42,No
212038,51,No
212039,20,No
212040,64,Yes
212041,95,Yes
212042,100,Yes
212043,75,Yes
212044,57,Yes
212045,31,No
212046,38,No
212047,46,No
212048,40,Yes
212049,67,Yes
212050,71,Yes
212051,53,No
212052,63,Yes
212053,72,Yes
212054,39,No
212055,64,Yes
212056,48,No
212057,48,Yes
212058,51,No
212059,18,No
212060,61,No
212061,45,No
212062,52,No
212063,70,Yes
212064,42,No
212065,36,Yes
212066,50,Yes
212067,83,Yes
212068,28,No
212069,82,Yes
212070,12,No
212071,74,Yes
212072,99,Yes
212073,40,Yes
212074,57,Yes
212075,23,No
212076,23,No
212077,59,No
212078,81,Yes
212079,20,No
212080,64,No
212081,46,No
212082,36,Yes
212083,23,No
212084,83,Yes
212085,78,Yes
212086,40,No
212087,35,No
212088,70,Yes
212089,47,No
212090,51,No
212091,33,No
212092,35,No
212093,34,No
212094,57,No
212095,35,Yes
212096,44,No
212097,59,Yes
212098,17,No
212099,61,Yes
212100,28,No
212101,52,No
212102,31,No
212103,67,No
212104,72,Yes
212105,23,No
212106,49,Yes
212107,67,Yes
212108,33,No
212109,57,Yes
212110,33,No
212111,53,No
212112,89,Yes
212113,50,No
212114,21,No
212115,25,No
212116,0,No
212117,55,Yes
212118,16,No
212119,68,Yes
212120,54,Yes
212121,85,Yes
212122,60,No
212123,38,No
212124,10,No
212125,73,Yes
212126,59,Yes
212127,62,Yes
212128,27,No
212129,41,No
212130,36,Yes
212131,54,No
212132,72,Yes
212133,22,No
212134,26,No
212135,18,No
212136,68,No
212137,9,No
212138,41,No
212139,51,No
212140,19,No
212141,32,No
212142,68,Yes
212143,13,No
212144,34,Yes
212145,63,Yes
212146,34,No
212147,64,Yes
212148,53,No
212149,49,No
212150,44,No
212151,48,Yes
212152,87,Yes
212153,47,Yes
212154,44,No
212155,13,No
212156,37,No
212157,44,No
212158,54,Yes
212159,14,No
212160,39,No
212161,12,No
212162,32,No
212163,39,No
212164,19,Yes
212165,42,Yes
212166,44,No
212167,88,Yes
212168,69,Yes
212169,52,Yes
212170,47,No
212171,24,No
212172,71,Yes
212173,29,No
212174,50,No
212175,69,Yes
212176,69,Yes
212177,38,No
212178,64,Yes
212179,59,No
212180,50,No
212181,36,No
212182,29,No
212183,37,No
212184,50,Yes
212185,60,No
212186,56,Yes
212187,44,No
212188,46,No
212189,16,No
212190,4,No
212191,51,Yes
212192,36,No
212193,33,No
212194,17,No
212195,51,Yes
212196,33,No
212197,59,Yes
212198,31,No
212199,32,No
212200,26,No
212201,35,No
212202,25,No
212203,57,Yes
212204,48,No
212205,79,Yes
212206,23,No
212207,51,No
212208,53,No
212209,62,No
212210,41,No
212211,66,Yes
212212,49,No
212213,67,No
212214,40,No
212215,57,No
212216,53,No
212217,58,No
212218,54,No
212219,46,Yes
212220,83,Yes
212221,38,No
212222,32,No
212223,14,Yes
212224,57,Yes
212225,54,No
212226,69,No
212227,59,No
212228,39,No
212229,30,No
212230,77,Yes
212231,12,No
212232,40,Yes
212233,58,Yes
212234,45,No
212235,54,No
212236,53,Yes
212237,54,No
212238,9,No
212239,32,No
212240,86,Yes
212241,58,Yes
212242,54,No
212243,42,No
212244,21,No
212245,55,Yes
212246,53,No
212247,48,No
212248,38,No
212249,41,No
212250,56,No
212251,49,Yes
212252,38,No
212253,73,No
212254,59,No
212255,59,No
212256,17,Yes
212257,40,No
212258,69,Yes
212259,34,No
212260,59,Yes
212261,11,No
212262,50,No
212263,18,No
212264,50,No
212265,63,Yes
212266,56,No
212267,27,No
212268,75,No
212269,37,No
212270,54,Yes
212271,38,No
212272,85,Yes
212273,61,No
212274,8,No
212275,49,No
212276,23,No
212277,50,No
212278,70,No
212279,33,No
212280,56,Yes
212281,14,No
212282,59,Yes
212283,68,No
212284,46,No
212285,46,Yes
212286,63,Yes
212287,41,Yes
212288,27,No
212289,78,Yes
212290,55,Yes
212291,29,No
212292,34,No
212293,22,No
212294,26,No
212295,30,No
212296,60,Yes
212297,48,No
212298,51,No
212299,71,Yes
212300,56,Yes
212301,44,No
212302,31,No
212303,57,Yes
212304,66,No
212305,16,No
212306,39,No
212307,11,No
212308,30,No
212309,72,Yes
212310,26,No
212311,37,No
212312,45,No
212313,49,No
212314,13,No
212315,72,Yes
212316,31,No
212317,79,Yes
212318,36,No
212319,49,No
212320,59,No
212321,28,No
212322,52,No
212323,64,Yes
212324,43,No
212325,56,No
212326,3,No
212327,62,No
212328,23,No
212329,38,No
212330,27,No
212331,61,Yes
212332,6,No
212333,31,Yes
212334,40,No
212335,79,Yes
212336,59,Yes
212337,20,No
212338,65,Yes
212339,20,No
212340,35,No
212341,68,Yes
212342,32,Yes
212343,69,Yes
212344,40,No
212345,37,No
212346,34,No
212347,56,Yes
212348,50,No
212349,91,Yes
212350,50,No
212351,26,No
212352,55,No
212353,46,No
212354,39,No
212355,19,No
212356,58,Yes
212357,56,Yes
212358,75,Yes
212359,61,No
212360,58,Yes
212361,55,Yes
212362,83,Yes
212363,35,No
212364,12,No
212365,47,No
212366,37,No
212367,37,No
212368,59,Yes
212369,31,No
212370,78,Yes
212371,98,Yes
212372,56,No
212373,26,No
212374,14,No
212375,43,No
212376,78,Yes
212377,49,Yes
212378,83,Yes
212379,18,No
212380,61,Yes
212381,29,No
212382,45,No
212383,43,No
212384,70,Yes
212385,48,No
212386,58,Yes
212387,81,Yes
212388,6,No
212389,33,No
212390,43,No
212391,46,No
212392,39,No
212393,43,No
212394,44,No
212395,26,No
212396,72,No
212397,38,No
212398,8,No
212399,45,No
212400,75,Yes
212401,54,No
212402,29,No
212403,89,Yes
212404,44,No
212405,22,No
212406,52,Yes
212407,66,Yes
212408,51,No
212409,52,No
212410,67,Yes
212411,48,Yes
212412,18,No
212413,77,Yes
212414,56,Yes
212415,89,Yes
212416,18,No
212417,53,Yes
212418,27,No
212419,35,No
212420,66,Yes
212421,16,No
212422,66,Yes
212423,51,No
212424,26,No
212425,50,Yes
212426,69,Yes
212427,34,No
212428,89,Yes
212429,62,Yes
212430,56,Yes
212431,37,No
212432,63,Yes
212433,46,No
212434,42,No
212435,26,Yes
212436,52,Yes
212437,53,No
212438,56,No
212439,2,No
212440,29,No
212441,38,No
212442,49,No
212443,0,No
212444,36,No
212445,47,No
212446,24,No
212447,98,Yes
212448,43,No
212449,25,No
212450,61,Yes
212451,56,Yes
212452,15,No
212453,61,Yes
212454,51,No
212455,68,Yes
212456,38,Yes
212457,56,Yes
212458,40,No
212459,63,Yes
212460,3,No
212461,40,Yes
212462,69,Yes
212463,33,Yes
212464,37,No
212465,40,No
212466,47,No
212467,0,No
212468,87,Yes
212469,38,No
212470,75,No
212471,14,No
212472,62,Yes
212473,56,Yes
212474,84,No
212475,47,No
212476,46,Yes
212477,71,No
212478,70,Yes
212479,45,No
212480,31,No
212481,80,Yes
212482,49,Yes
212483,44,No
212484,49,Yes
212485,40,No
212486,59,No
212487,28,No
212488,56,Yes
212489,49,Yes
212490,47,No
212491,27,No
212492,23,No
212493,58,Yes
212494,79,Yes
212495,54,No
212496,29,No
212497,89,Yes
212498,93,Yes
212499,0,No
212500,58,No
212501,48,No
212502,47,No
212503,19,No
212504,20,No
212505,37,No
212506,39,Yes
212507,12,No
212508,46,No
212509,67,No
212510,70,Yes
212511,66,Yes
212512,41,Yes
212513,73,Yes
212514,73,No
212515,52,Yes
212516,53,No
212517,83,Yes
212518,30,No
212519,45,No
212520,59,Yes
212521,17,No
212522,6,No
212523,74,Yes
212524,77,Yes
212525,65,Yes
212526,56,Yes
212527,48,Yes
212528,23,No
212529,20,No
212530,80,Yes
212531,55,No
212532,47,No
212533,39,No
212534,26,No
212535,54,Yes
212536,39,No
212537,23,No
212538,12,No
212539,22,No
212540,35,No
212541,35,No
212542,76,No
212543,24,No
212544,23,No
212545,45,No
212546,29,No
212547,51,No
212548,42,No
212549,27,No
212550,44,No
212551,67,No
212552,57,Yes
212553,50,Yes
212554,50,No
212555,45,No
212556,75,Yes
212557,46,No
212558,34,No
212559,22,No
212560,76,Yes
212561,51,No
212562,61,Yes
212563,54,Yes
212564,12,No
212565,67,Yes
212566,78,Yes
212567,30,No
212568,19,No
212569,42,No
212570,10,No
212571,30,No
212572,16,No
212573,47,No
212574,96,Yes
212575,69,Yes
212576,19,No
212577,40,No
212578,73,Yes
212579,38,No
212580,7,No
212581,30,No
212582,15,No
212583,55,Yes
212584,46,No
212585,84,Yes
212586,47,Yes
212587,17,Yes
212588,46,No
212589,59,No
212590,33,No
212591,43,Yes
212592,36,No
212593,89,Yes
212594,37,No
212595,59,Yes
212596,33,No
212597,60,No
212598,14,No
212599,46,No
212600,69,Yes
212601,46,No
212602,52,No
212603,16,No
212604,55,No
212605,27,No
212606,61,Yes
212607,54,Yes
212608,36,No
212609,43,No
212610,64,Yes
212611,48,No
212612,46,No
212613,55,No
212614,62,Yes
212615,48,No
212616,49,No
212617,23,No
212618,61,Yes
212619,62,No
212620,54,Yes
212621,55,Yes
212622,45,Yes
212623,20,No
212624,11,No
212625,31,No
212626,37,No
212627,43,No
212628,52,No
212629,53,No
212630,45,Yes
212631,0,No
212632,53,No
212633,33,No
212634,73,Yes
212635,57,No
212636,44,No
212637,52,No
212638,57,Yes
212639,20,No
212640,31,No
212641,45,No
212642,80,No
212643,76,Yes
212644,51,Yes
212645,77,Yes
212646,67,Yes
212647,26,No
212648,41,No
212649,28,No
212650,73,Yes
212651,67,Yes
212652,62,Yes
212653,27,No
212654,31,No
212655,53,Yes
212656,34,No
212657,47,Yes
212658,22,No
212659,63,Yes
212660,51,No
212661,73,Yes
212662,18,No
212663,52,No
212664,1,No
212665,53,Yes
212666,41,Yes
212667,28,No
212668,23,No
212669,86,Yes
212670,91,Yes
212671,83,No
212672,82,Yes
212673,57,Yes
212674,26,No
212675,72,No
212676,49,No
212677,14,No
212678,70,No
212679,51,No
212680,42,Yes
212681,75,Yes
212682,5,No
212683,26,No
212684,35,No
212685,71,Yes
212686,13,No
212687,45,No
212688,0,No
212689,80,Yes
212690,74,Yes
212691,61,No
212692,56,Yes
212693,28,No
212694,19,No
212695,39,Yes
212696,27,No
212697,100,Yes
212698,42,No
212699,27,No
212700,47,Yes
212701,80,Yes
212702,63,Yes
212703,11,No
212704,43,No
212705,51,No
212706,22,No
212707,10,No
212708,53,No
212709,26,No
212710,43,Yes
212711,56,No
212712,5,No
212713,75,Yes
212714,19,No
212715,26,No
212716,25,No
212717,32,No
212718,1,No
212719,45,No
212720,27,No
212721,32,No
212722,35,No
212723,75,No
212724,26,No
212725,45,No
212726,56,No
212727,50,No
212728,27,No
212729,56,Yes
212730,9,No
212731,53,No
212732,44,Yes
212733,21,No
212734,55,Yes
212735,47,No
212736,34,No
212737,7,No
212738,100,Yes
212739,60,Yes
212740,58,Yes
212741,49,No
212742,68,No
212743,90,Yes
212744,14,Yes
212745,21,No
212746,100,Yes
212747,29,No
212748,58,No
212749,30,No
212750,56,No
212751,61,Yes
212752,66,No
212753,53,No
212754,28,No
212755,20,No
212756,35,No
212757,54,Yes
212758,57,No
212759,19,No
212760,55,No
212761,51,No
212762,21,No
212763,35,No
212764,65,Yes
212765,77,Yes
212766,64,No
212767,2,No
212768,40,No
212769,53,Yes
212770,24,No
212771,31,No
212772,34,No
212773,59,Yes
212774,33,No
212775,39,No
212776,36,No
212777,48,No
212778,22,No
212779,22,No
212780,10,No
212781,60,No
212782,55,No
212783,32,No
212784,58,No
212785,15,No
212786,35,No
212787,49,No
212788,37,Yes
212789,14,No
212790,42,No
212791,52,No
212792,42,No
212793,46,Yes
212794,44,Yes
212795,46,No
212796,63,No
212797,56,No
212798,35,No
212799,20,No
212800,36,No
212801,13,No
212802,12,No
212803,51,Yes
212804,74,Yes
212805,32,Yes
212806,77,No
212807,32,No
212808,85,Yes
212809,42,No
212810,79,Yes
212811,66,Yes
212812,57,No
212813,47,No
212814,70,Yes
212815,35,No
212816,79,Yes
212817,37,No
212818,64,No
212819,62,Yes
212820,80,Yes
212821,47,No
212822,14,No
212823,52,No
212824,13,No
212825,20,No
212826,55,Yes
212827,48,Yes
212828,64,No
212829,13,No
212830,75,No
212831,30,No
212832,37,Yes
212833,64,Yes
212834,46,No
212835,18,No
212836,62,Yes
212837,46,Yes
212838,33,No
212839,63,No
212840,74,No
212841,66,Yes
212842,45,No
212843,34,No
212844,46,No
212845,44,Yes
212846,39,No
212847,10,No
212848,72,Yes
212849,54,No
212850,44,No
212851,29,No
212852,34,No
212853,61,Yes
212854,50,Yes
212855,39,No
212856,64,No
212857,39,No
212858,39,No
212859,60,No
212860,46,No
212861,78,No
212862,14,No
212863,92,Yes
212864,41,No
212865,21,No
212866,56,Yes
212867,55,No
212868,58,Yes
212869,65,Yes
212870,58,No
212871,25,No
212872,42,Yes
212873,67,Yes
212874,48,No
212875,35,No
212876,42,Yes
212877,60,No
212878,50,Yes
212879,31,No
212880,63,Yes
212881,61,No
212882,22,No
212883,25,No
212884,31,No
212885,34,No
212886,21,No
212887,46,No
212888,87,Yes
212889,49,No
212890,28,No
212891,32,No
212892,43,No
212893,45,No
212894,45,No
212895,47,Yes
212896,40,No
212897,9,No
212898,43,No
212899,65,No
212900,59,No
212901,84,Yes
212902,43,No
212903,17,No
212904,17,No
212905,59,Yes
212906,8,No
212907,53,No
212908,14,No
212909,53,No
212910,38,No
212911,75,No
212912,30,No
212913,34,Yes
212914,48,No
212915,65,Yes
212916,36,No
212917,48,Yes
212918,75,No
212919,10,No
212920,70,Yes
212921,19,No
212922,27,No
212923,33,Yes
212924,0,No
212925,20,No
212926,36,No
212927,42,No
212928,48,No
212929,41,No
212930,43,No
212931,44,No
212932,59,Yes
212933,34,No
212934,34,No
212935,47,No
212936,68,Yes
212937,49,No
212938,43,No
212939,34,No
212940,39,No
212941,88,Yes
212942,33,Yes
212943,55,No
212944,45,No
212945,33,Yes
212946,42,No
212947,40,No
212948,53,Yes
212949,0,No
212950,43,No
212951,47,No
212952,65,Yes
212953,71,Yes
212954,40,No
212955,58,No
212956,21,No
212957,17,No
212958,53,No
212959,35,No
212960,29,No
212961,53,No
212962,58,Yes
212963,55,Yes
212964,14,No
212965,40,Yes
212966,27,No
212967,49,No
212968,51,No
212969,30,No
212970,37,No
212971,38,No
212972,33,No
212973,41,No
212974,42,No
212975,52,No
212976,46,Yes
212977,31,No
212978,49,No
212979,26,No
212980,35,No
212981,40,No
212982,78,Yes
212983,33,No
212984,0,No
212985,19,No
212986,49,No
212987,34,No
212988,56,No
212989,68,No
212990,19,No
212991,64,Yes
212992,15,No
212993,48,No
212994,70,Yes
212995,60,Yes
212996,36,No
212997,51,No
212998,14,No
212999,47,Yes
213000,59,Yes
213001,83,Yes
213002,48,Yes
213003,55,No
213004,53,Yes
213005,46,Yes
213006,29,No
213007,90,Yes
213008,12,No
213009,59,No
213010,34,No
213011,62,Yes
213012,69,Yes
213013,59,Yes
213014,67,Yes
213015,51,No
213016,71,Yes
213017,43,No
213018,60,No
213019,13,No
213020,23,No
213021,43,No
213022,20,No
213023,38,No
213024,41,No
213025,39,No
213026,30,No
213027,42,No
213028,27,No
213029,17,No
213030,22,No
213031,93,Yes
213032,34,No
213033,54,Yes
213034,68,Yes
213035,16,No
213036,62,Yes
213037,37,No
213038,47,No
